FLOOR,BEDROOM,BATHROOM,parking_missing,price_in_crore,Land_in_aana,LAND_squared,City,road_access_in_feet,facing,AGE,car_parking,bike_parking
5.0,20.0,22.0,1,5.5,6.2,38.440000000000005,kathmandu,13.0,south,2,0,0
2.5,5.0,5.0,1,5.9,7.3,53.29,kathmandu,15.0,west,4,0,0
2.5,6.0,5.0,1,4.55,5.0,25.0,kathmandu,15.0,south,10,0,0
2.5,7.0,3.0,1,2.05,3.0,9.0,kathmandu,10.0,south,19,0,0
3.5,8.0,3.0,1,3.75,3.1,9.610000000000001,kathmandu,10.0,west,10,0,0
2.5,3.0,3.0,1,4.35,4.2,17.64,kathmandu,16.0,west,9,0,0
2.5,5.0,3.0,1,3.1,3.3,10.889999999999999,kathmandu,13.0,south-west,7,0,0
2.5,4.0,4.0,1,3.1,4.0,16.0,kathmandu,14.0,south,4,0,0
2.5,5.0,4.0,1,4.75,4.3,18.49,kathmandu,13.0,south,7,0,0
2.0,5.0,3.0,1,2.75,4.0,16.0,lalitpur,13.0,south,7,0,0
2.5,6.0,5.0,1,3.2,3.0,9.0,kathmandu,15.0,north-west,4,0,0
2.5,7.0,5.0,1,5.25,7.2,51.84,kathmandu,15.0,south,4,0,0
3.5,5.0,5.0,1,6.0,6.0,36.0,lalitpur,13.0,south,10,0,0
2.5,5.0,4.0,1,2.45,3.2,10.240000000000002,kathmandu,12.0,east,9,0,0
4.0,8.0,12.0,1,7.0,7.1,50.41,kathmandu,13.0,east,19,0,0
1.0,2.0,1.0,1,2.15,4.3,18.49,kathmandu,14.0,east,10,0,0
2.5,6.0,5.0,1,5.75,6.0,36.0,kathmandu,15.0,east,7,0,0
2.5,6.0,3.0,1,8.2,10.0,100.0,kathmandu,12.0,east,4,0,0
2.5,6.0,5.0,1,5.5,6.2,38.440000000000005,kathmandu,13.0,north,4,0,0
3.5,7.0,5.0,1,1.95,3.0,9.0,kathmandu,15.0,east,7,0,0
2.5,4.0,3.0,1,2.85,3.1,9.610000000000001,kathmandu,13.0,east,2,0,0
2.5,5.0,4.0,1,15.0,21.3,453.69000000000005,kathmandu,14.0,south-east,4,0,0
4.5,4.0,2.0,1,3.5,3.1,9.610000000000001,kathmandu,16.5,south,4,0,0
3.5,10.0,4.0,1,6.5,6.1,37.209999999999994,kathmandu,16.5,south,8,0,0
3.0,6.0,3.0,1,3.5,3.5,12.25,kathmandu,16.5,east,7,0,0
2.5,5.0,4.0,1,2.25,3.0,9.0,kathmandu,15.0,north,4,0,0
2.5,3.0,3.0,1,6.75,8.0,64.0,kathmandu,15.0,north,8,0,0
2.5,4.0,4.0,1,4.3,5.1,26.009999999999998,lalitpur,15.0,south,4,0,0
3.0,5.0,4.0,1,3.05,3.3,10.889999999999999,kathmandu,15.0,north,8,0,0
3.5,8.0,4.0,1,6.9,5.0,25.0,kathmandu,20.0,north,2,0,0
2.5,3.0,3.0,1,4.0,4.0,16.0,lalitpur,13.0,south-east,4,0,0
2.5,4.0,5.0,1,8.2,10.0,100.0,kathmandu,17.5,north,4,0,0
2.0,4.0,4.0,1,4.7,6.0,36.0,kathmandu,15.0,south,4,0,0
2.0,4.0,5.0,1,1.9,3.2,10.240000000000002,kathmandu,13.0,south-east,6,0,0
2.5,4.0,3.0,1,3.35,4.0,16.0,kathmandu,20.0,north,6,0,0
2.5,5.0,4.0,1,3.3,4.2,17.64,kathmandu,10.0,unknown,6,0,0
3.0,6.0,3.0,1,3.0,3.2,10.240000000000002,kathmandu,13.0,south,6,0,0
2.5,5.0,4.0,1,4.65,5.0,25.0,kathmandu,16.0,south,11,0,0
2.5,5.0,4.0,1,6.0,8.0,64.0,kathmandu,15.0,west,15,0,0
3.0,6.0,3.0,1,2.4,3.0,9.0,kathmandu,11.0,south,15,0,0
3.5,5.0,4.0,1,3.5,10.2,104.03999999999999,kathmandu,12.0,south,4,0,0
2.5,6.0,4.0,1,3.2,4.0,16.0,kathmandu,13.0,north,14,0,0
2.5,4.0,4.0,1,3.3,3.2,10.240000000000002,lalitpur,20.0,north,5,0,0
3.5,9.0,4.0,1,4.75,5.0,25.0,kathmandu,12.0,south,4,0,0
2.5,6.0,4.0,1,2.8,3.5,12.25,kathmandu,20.0,south,28,0,0
2.5,4.0,4.0,1,3.75,6.0,36.0,kathmandu,15.0,east,2,0,0
2.5,6.0,5.0,1,2.9,3.2,10.240000000000002,kathmandu,12.0,north,4,0,0
2.0,4.0,2.0,1,3.7,5.0,25.0,kathmandu,10.0,west,4,0,0
2.5,5.0,5.0,1,3.85,5.2,27.040000000000003,lalitpur,13.0,south,4,0,0
2.5,5.0,4.0,1,4.75,4.3,18.49,kathmandu,15.0,south,5,0,0
3.5,8.0,7.0,1,7.15,6.0,36.0,kathmandu,12.5,east,8,0,0
2.5,6.0,5.0,1,6.2,6.1,37.209999999999994,kathmandu,15.0,south,7,0,0
2.5,6.0,5.0,1,4.5,5.0,25.0,kathmandu,13.0,west,4,0,0
2.5,5.0,5.0,1,3.75,4.2,17.64,kathmandu,13.0,south,8,0,0
2.5,6.0,5.0,1,3.1,4.2,17.64,lalitpur,16.5,north,7,0,0
3.5,6.0,5.0,1,3.55,4.2,17.64,lalitpur,14.0,south,8,0,0
3.5,7.0,6.0,1,5.6,7.0,49.0,kathmandu,14.0,west,4,0,0
3.0,5.0,5.0,1,9.25,9.2,84.63999999999999,kathmandu,13.0,south-east,25,0,0
2.5,3.0,3.0,1,1.1,3.0,9.0,bhaktapur,8.0,north,8,0,0
2.5,3.0,3.0,1,7.0,8.0,64.0,kathmandu,15.0,south,8,0,0
2.5,4.0,4.0,1,3.9,4.3,18.49,kathmandu,16.0,north,4,0,0
3.0,5.0,5.0,1,7.95,9.0,81.0,lalitpur,15.5,south,5,0,0
2.5,6.0,5.0,1,3.3,4.0,16.0,kathmandu,13.0,north,8,0,0
2.5,5.0,4.0,1,3.2,4.0,16.0,kathmandu,15.0,unknown,4,0,0
2.5,5.0,4.0,1,6.5,6.0,36.0,kathmandu,20.0,south-east,5,0,0
3.0,6.0,4.0,1,2.35,3.0,9.0,kathmandu,13.0,east,8,0,0
3.5,5.0,5.0,1,13.0,13.0,169.0,kathmandu,30.0,north-west,5,0,0
2.5,5.0,4.0,1,3.88,5.0,25.0,kathmandu,15.0,east,8,0,0
2.5,5.0,4.0,1,2.85,3.0,9.0,kathmandu,20.0,south,14,0,0
3.0,5.0,3.0,1,3.6,4.1,16.81,lalitpur,10.0,north-east,23,0,0
2.5,4.0,5.0,1,2.25,3.2,10.240000000000002,lalitpur,13.0,west,32,0,0
2.0,4.0,4.0,1,2.5,3.1,9.610000000000001,lalitpur,16.0,north,3,0,0
2.5,6.0,5.0,1,2.3,3.0,9.0,lalitpur,13.0,south-east,4,0,0
1.0,2.0,2.0,1,1.5,3.0,9.0,lalitpur,13.0,north,8,0,0
2.5,4.0,4.0,1,3.0,3.2,10.240000000000002,lalitpur,13.0,west,6,0,0
2.5,4.0,4.0,1,3.5,3.2,10.240000000000002,lalitpur,22.0,north,6,0,0
2.5,5.0,2.0,1,2.5,3.2,10.240000000000002,lalitpur,13.0,south,5,0,0
2.5,5.0,5.0,1,1.95,2.2,4.840000000000001,lalitpur,13.0,south,12,0,0
2.5,4.0,4.0,1,3.75,4.0,16.0,lalitpur,13.0,south,3,0,0
2.5,4.0,4.0,1,1.95,2.2,4.840000000000001,lalitpur,13.0,south,7,0,0
2.5,6.0,5.0,1,3.85,5.1,26.009999999999998,kathmandu,13.0,south-east,14,0,0
2.5,5.0,2.0,1,2.15,5.2,27.040000000000003,kathmandu,5.0,south-east,6,0,0
2.5,5.0,5.0,1,3.35,4.1,16.81,kathmandu,15.0,south-west,6,0,0
2.5,4.0,5.0,1,3.78,5.2,27.040000000000003,kathmandu,15.5,east,6,0,0
2.5,4.0,4.0,1,2.65,3.1,9.610000000000001,kathmandu,18.0,north,6,0,0
2.5,6.0,5.0,1,3.7,6.0,36.0,kathmandu,13.0,north,6,0,0
1.0,2.0,1.0,1,1.2,3.0,9.0,lalitpur,13.0,south-east,6,0,0
3.5,4.0,5.0,1,6.0,8.3,68.89000000000001,kathmandu,13.0,east,7,0,0
4.5,11.0,4.0,1,2.9,4.0,16.0,kathmandu,13.0,north-east,14,0,0
2.5,5.0,4.0,1,4.7,5.0,25.0,kathmandu,14.0,unknown,8,0,0
2.5,4.0,5.0,1,8.2,10.0,100.0,kathmandu,15.0,south,14,0,0
2.5,6.0,4.0,1,4.4,5.0,25.0,kathmandu,14.0,unknown,12,0,0
3.0,7.0,5.0,1,3.95,4.1,16.81,lalitpur,13.0,north-east,12,0,0
2.5,3.0,4.0,1,3.5,3.0,9.0,lalitpur,20.0,south,4,0,0
2.0,6.0,2.0,1,2.5,2.1,4.41,lalitpur,13.0,west,2,0,0
2.5,6.0,4.0,1,1.55,4.0,16.0,kathmandu,12.0,west,8,0,0
2.5,4.0,4.0,1,3.95,4.2,17.64,kathmandu,20.0,east,6,0,0
2.5,5.0,6.0,1,6.25,6.2,38.440000000000005,lalitpur,13.0,south-west,12,0,0
4.0,36.0,17.0,1,5.25,6.2,38.440000000000005,kathmandu,13.0,north,32,0,0
2.5,5.0,4.0,1,1.5,2.2,4.840000000000001,bhaktapur,13.0,south,3,0,0
5.5,5.0,4.0,1,6.0,6.1,37.209999999999994,kathmandu,13.0,unknown,4,0,0
2.5,4.0,5.0,1,8.2,10.0,100.0,kathmandu,15.0,south,32,0,0
2.5,5.0,5.0,1,2.4,3.1,9.610000000000001,kathmandu,13.0,north,6,0,0
2.5,8.0,5.0,1,4.95,8.0,64.0,kathmandu,13.0,east,5,0,0
2.5,5.0,4.0,1,1.8,3.0,9.0,kathmandu,13.0,east,12,0,0
2.5,5.0,5.0,1,3.35,4.1,16.81,kathmandu,15.0,south-west,3,0,0
2.5,6.0,3.0,1,4.5,8.2,67.24,kathmandu,12.5,south-east,7,0,0
2.5,5.0,7.0,1,8.75,11.0,121.0,kathmandu,15.0,east,14,0,0
2.0,5.0,4.0,1,4.1,5.0,25.0,lalitpur,13.0,north,6,0,0
2.5,6.0,3.0,1,1.95,3.0,9.0,kathmandu,11.5,south,4,0,0
2.5,6.0,5.0,1,3.4,5.0,25.0,kathmandu,13.0,north-east,8,0,0
2.5,5.0,5.0,1,4.45,5.0,25.0,kathmandu,15.0,west,32,0,0
2.5,6.0,6.0,1,2.2,3.2,10.240000000000002,kathmandu,13.0,east,4,0,0
2.5,6.0,5.0,1,2.85,4.1,16.81,kathmandu,13.0,south,17,0,0
2.5,5.0,4.0,1,2.75,4.0,16.0,lalitpur,13.0,south,14,0,0
1.0,2.0,1.0,1,1.7,3.2,10.240000000000002,kathmandu,13.0,east,5,0,0
2.5,4.0,4.0,1,4.85,8.0,64.0,kathmandu,20.0,south-east,4,0,0
2.5,5.0,4.0,1,6.5,6.1,37.209999999999994,kathmandu,14.0,west,4,0,0
2.5,4.0,4.0,1,4.95,4.0,16.0,lalitpur,13.0,south-east,15,0,0
2.5,5.0,4.0,1,3.5,5.0,25.0,kathmandu,18.0,east,4,0,0
4.0,8.0,5.0,1,5.5,5.2,27.040000000000003,lalitpur,12.0,north,12,0,0
2.5,5.0,3.0,1,2.45,3.0,9.0,kathmandu,20.0,west,17,0,0
2.5,5.0,3.0,1,1.7,3.3,10.889999999999999,kathmandu,10.0,south,32,0,0
2.5,4.0,3.0,1,1.85,3.0,9.0,lalitpur,14.0,east,8,0,0
3.5,4.0,5.0,1,2.5,3.0,9.0,lalitpur,16.0,south-east,12,0,0
2.5,5.0,5.0,1,8.0,10.0,100.0,kathmandu,10.0,south-east,10,0,0
2.5,5.0,4.0,1,3.5,6.0,36.0,kathmandu,16.0,south,12,0,0
2.5,7.0,5.0,1,3.0,4.0,16.0,kathmandu,12.0,south,10,0,0
3.5,7.0,7.0,1,4.5,5.0,25.0,kathmandu,20.0,south-east,10,0,0
2.5,7.0,5.0,1,4.48,5.0,25.0,kathmandu,13.0,north-east,13,0,0
2.5,5.0,5.0,1,3.5,5.0,25.0,kathmandu,13.0,west,13,0,0
2.5,4.0,5.0,1,6.0,9.1,82.80999999999999,kathmandu,13.0,south-west,3,0,0
3.5,7.0,3.0,1,2.2,2.3,5.289999999999999,kathmandu,15.0,north-west,3,0,0
3.5,7.0,4.0,1,8.5,4.1,16.81,kathmandu,20.0,south,6,0,0
2.5,7.0,4.0,1,2.49,3.2,10.240000000000002,kathmandu,13.0,east,10,0,0
2.5,5.0,4.0,1,2.75,3.1,9.610000000000001,kathmandu,16.0,west,10,0,0
3.5,5.0,6.0,1,3.15,4.1,16.81,kathmandu,13.0,east,13,0,0
2.5,7.0,5.0,1,1.9,4.0,16.0,kathmandu,20.0,north,3,0,0
2.5,3.0,4.0,1,2.6,3.0,9.0,kathmandu,14.0,south-west,12,0,0
2.5,6.0,4.0,1,2.25,3.5,12.25,kathmandu,13.0,south,3,0,0
2.5,4.0,5.0,1,14.5,15.0,225.0,kathmandu,20.0,north-east,13,0,0
6.5,8.0,5.0,1,2.5,3.5,12.25,kathmandu,11.0,east,3,0,0
2.5,4.0,4.0,1,2.75,4.2,17.64,kathmandu,13.0,south,6,0,0
8.0,17.0,10.0,1,11.0,6.0,36.0,kathmandu,17.0,east,9,0,0
2.5,5.0,4.0,1,3.22,5.2,27.040000000000003,bhaktapur,12.0,south,6,0,0
3.5,5.0,6.0,1,3.5,4.2,17.64,kathmandu,20.0,north,24,0,0
6.0,7.0,5.0,1,17.0,4.1,16.81,kathmandu,12.0,north,10,0,0
2.5,4.0,3.0,1,5.1,4.3,18.49,lalitpur,20.0,west,13,0,0
2.5,4.0,5.0,1,2.75,3.2,10.240000000000002,lalitpur,20.0,south,3,0,0
2.5,4.0,5.0,1,4.0,4.0,16.0,lalitpur,27.0,south-west,3,0,0
5.5,12.0,8.0,1,17.0,8.0,64.0,kathmandu,20.0,south-west,6,0,0
2.5,6.0,5.0,1,6.1,6.0,36.0,kathmandu,15.0,north-east,9,0,0
6.5,4.0,9.0,1,16.5,9.0,81.0,kathmandu,32.0,west,6,0,0
2.5,5.0,3.0,1,2.6,3.0,9.0,kathmandu,13.0,south-west,13,0,0
2.5,4.0,4.0,1,3.9,4.0,16.0,kathmandu,20.0,south,12,0,0
2.5,3.0,6.0,1,2.85,4.0,16.0,kathmandu,14.0,east,10,0,0
2.5,5.0,3.0,1,1.95,3.0,9.0,kathmandu,13.0,west,10,0,0
3.0,12.0,4.0,1,3.25,5.0,25.0,lalitpur,11.5,west,24,0,0
1.0,5.0,4.0,1,1.55,3.1,9.610000000000001,kathmandu,14.0,south,13,0,0
2.5,6.0,5.0,1,2.85,4.2,17.64,kathmandu,13.0,east,13,0,0
2.5,6.0,4.0,1,6.55,8.2,67.24,kathmandu,12.0,south-east,3,0,0
2.5,4.0,4.0,1,3.2,3.3,10.889999999999999,lalitpur,16.5,north-east,6,0,0
3.0,5.0,5.0,1,12.5,8.3,68.89000000000001,kathmandu,14.0,south,6,0,0
3.5,7.0,7.0,1,3.6,4.1,16.81,kathmandu,16.0,south-east,10,0,0
4.5,7.0,4.0,1,1.8,1.1,1.2100000000000002,kathmandu,5.0,east,13,0,0
2.0,5.0,4.0,1,1.8,3.0,9.0,kathmandu,16.0,west,3,0,0
4.0,7.0,5.0,1,1.85,3.1,9.610000000000001,kathmandu,10.0,west,12,0,0
3.5,8.0,6.0,1,10.0,14.0,196.0,kathmandu,13.0,south,24,0,0
2.5,5.0,4.0,1,2.7,3.0,9.0,lalitpur,20.0,north-east,10,0,0
2.0,4.0,2.0,1,2.85,4.3,18.49,lalitpur,13.0,south,13,0,0
2.5,5.0,4.0,1,3.3,4.0,16.0,lalitpur,13.0,south-east,3,0,0
3.5,6.0,4.0,1,3.65,3.3,10.889999999999999,lalitpur,20.0,west,3,0,0
2.5,5.0,5.0,1,3.65,4.2,17.64,lalitpur,13.0,east,6,0,0
2.5,4.0,2.0,1,5.1,4.3,18.49,lalitpur,20.0,west,9,0,0
2.5,4.0,5.0,1,2.5,3.2,10.240000000000002,bhaktapur,13.0,south,6,0,0
2.0,4.0,2.0,1,2.2,4.0,16.0,lalitpur,13.0,east,10,0,0
2.5,4.0,4.0,1,12.0,16.0,256.0,kathmandu,16.0,south,10,0,0
2.5,4.0,2.0,1,2.3,3.0,9.0,lalitpur,12.0,east,3,0,0
2.5,4.0,5.0,1,2.2,3.1,9.610000000000001,lalitpur,16.0,south,12,0,0
2.5,4.0,4.0,1,2.5,3.3,10.889999999999999,lalitpur,13.0,south-west,10,0,0
3.5,6.0,3.0,1,3.5,4.0,16.0,lalitpur,13.0,north,8,0,0
3.5,7.0,4.0,1,3.5,4.0,16.0,lalitpur,13.0,north,2,0,0
2.5,4.0,4.0,1,2.2,3.0,9.0,lalitpur,20.0,west,4,0,0
2.5,5.0,5.0,1,2.3,3.1,9.610000000000001,lalitpur,10.0,south-east,4,0,0
2.5,4.0,2.0,1,2.85,3.3,10.889999999999999,lalitpur,13.0,east,4,0,0
2.5,4.0,4.0,1,2.6,3.0,9.0,lalitpur,13.0,west,4,0,0
3.0,8.0,3.0,1,4.25,6.0,36.0,kathmandu,15.0,south-west,4,0,0
2.5,5.0,5.0,1,2.4,5.1,26.009999999999998,lalitpur,12.0,east,6,0,0
2.5,3.0,3.0,1,2.23,3.0,9.0,kathmandu,16.0,north,6,0,0
2.5,5.0,3.0,1,10.0,7.7,59.290000000000006,kathmandu,13.0,north,6,0,0
2.5,6.0,6.0,1,2.75,4.0,16.0,kathmandu,13.0,east,11,0,0
3.0,5.0,4.0,1,12.5,14.0,196.0,lalitpur,40.0,south,4,0,0
2.5,5.0,4.0,1,2.88,4.1,16.81,kathmandu,15.0,south,8,0,0
2.0,7.0,4.0,1,2.55,4.1,16.81,kathmandu,6.5,north,5,0,0
2.5,4.0,5.0,1,2.5,4.0,16.0,kathmandu,18.0,unknown,18,0,0
3.5,7.0,4.0,1,5.0,4.2,17.64,kathmandu,36.0,east,8,0,0
2.5,5.0,4.0,1,3.0,4.3,18.49,kathmandu,20.0,south,4,0,0
3.5,8.0,4.0,1,2.99,4.5,20.25,kathmandu,10.0,west,8,0,0
3.5,21.0,5.0,1,4.5,5.0,25.0,kathmandu,22.0,south-east,4,0,0
2.5,5.0,7.0,1,1.0,18.0,324.0,bhaktapur,13.0,south,4,0,0
3.5,8.0,4.0,1,2.99,3.0,9.0,kathmandu,10.0,west,4,0,0
4.5,18.0,4.0,1,3.5,4.0,16.0,kathmandu,26.0,east,4,0,0
2.5,5.0,5.0,1,4.0,4.0,16.0,lalitpur,17.0,east,6,0,0
1.0,2.0,1.0,1,1.33,3.0,9.0,kathmandu,12.0,south,11,0,0
2.5,4.0,2.0,1,1.9,2.2,4.840000000000001,lalitpur,10.0,south,4,0,0
3.0,6.0,4.0,1,4.0,13.3,176.89000000000001,kathmandu,16.0,north-east,5,0,0
2.5,7.0,2.0,1,7.0,15.0,225.0,bhaktapur,36.0,south,4,0,0
2.5,6.0,32.0,1,3.3,3.3,10.889999999999999,kathmandu,22.0,south,7,0,0
4.0,3.0,4.0,1,1.8,2.0,4.0,lalitpur,12.0,south,18,0,0
2.5,5.0,1.0,1,3.25,6.0,36.0,kathmandu,10.0,east,4,0,0
2.5,6.0,5.0,1,4.5,5.2,27.040000000000003,kathmandu,15.0,east,27,0,0
2.5,7.0,5.0,1,3.75,6.0,36.0,kathmandu,14.0,north-east,7,0,0
4.0,6.0,4.0,1,12.5,15.3,234.09000000000003,lalitpur,22.0,north,21,0,0
2.5,7.0,5.0,1,3.45,5.1,26.009999999999998,kathmandu,13.0,east,4,0,0
2.5,3.0,3.0,1,1.43,2.2,4.840000000000001,kathmandu,12.0,south,20,0,0
5.0,9.0,9.0,1,6.5,6.0,36.0,kathmandu,16.0,south-west,4,0,0
3.5,6.0,5.0,1,8.5,9.0,81.0,kathmandu,13.0,east,4,0,0
3.5,7.0,4.0,1,9.5,10.0,100.0,kathmandu,13.0,east,4,0,0
2.5,4.0,4.0,1,2.3,3.1,9.610000000000001,kathmandu,13.0,east,4,0,0
2.5,5.0,6.0,1,7.5,8.3,68.89000000000001,kathmandu,13.0,south,4,0,0
2.5,3.0,3.0,1,2.75,4.0,16.0,kathmandu,13.0,east,8,0,0
2.5,4.0,5.0,1,5.0,6.0,36.0,lalitpur,13.0,south,8,0,0
3.5,5.0,4.0,1,12.0,12.0,144.0,kathmandu,10.0,south-east,2,0,0
2.5,4.0,4.0,1,2.6,3.2,10.240000000000002,lalitpur,13.0,east,4,0,0
2.5,6.0,4.0,1,1.75,2.2,4.840000000000001,lalitpur,13.0,north,4,0,0
2.5,5.0,5.0,1,2.35,3.0,9.0,lalitpur,13.0,east,4,0,0
2.5,3.0,3.0,1,2.95,4.0,16.0,kathmandu,13.0,south,4,0,0
2.5,4.0,4.0,1,3.2,3.3,10.889999999999999,lalitpur,16.0,north-east,4,0,0
3.5,7.0,5.0,1,9.25,17.0,289.0,kathmandu,17.0,south,6,0,0
2.5,4.0,5.0,1,4.0,4.0,16.0,lalitpur,27.0,south-west,6,0,0
2.5,7.0,4.0,1,3.5,4.0,16.0,kathmandu,14.0,south-east,7,0,0
2.5,6.0,4.0,1,2.25,3.1,9.610000000000001,lalitpur,13.0,north,6,0,0
2.5,4.0,4.0,1,2.1,2.3,5.289999999999999,lalitpur,13.0,north,6,0,0
2.5,4.0,5.0,1,2.25,3.0,9.0,lalitpur,13.0,west,11,0,0
2.5,6.0,4.0,1,2.55,3.3,10.889999999999999,lalitpur,20.0,west,4,0,0
2.5,6.0,3.0,1,2.7,4.0,16.0,kathmandu,18.0,south-east,8,0,0
2.5,4.0,5.0,1,2.95,5.0,25.0,kathmandu,13.0,north,5,0,0
2.5,4.0,4.0,1,3.75,7.0,49.0,kathmandu,13.0,south,4,0,0
2.5,4.0,3.0,1,2.05,3.0,9.0,kathmandu,16.0,east,6,0,0
2.5,10.0,5.0,1,2.5,3.0,9.0,kathmandu,13.0,south-east,6,0,0
2.5,4.0,1.0,1,3.8,4.1,16.81,lalitpur,12.0,north-east,4,0,0
2.5,5.0,3.0,1,4.7,6.2,38.440000000000005,kathmandu,20.0,west,8,0,0
2.5,4.0,2.0,1,3.4,4.0,16.0,lalitpur,13.0,south,4,0,0
3.0,8.0,3.0,1,3.0,3.2,10.240000000000002,kathmandu,13.0,east,20,0,0
2.0,4.0,2.0,1,2.2,3.2,10.240000000000002,kathmandu,14.0,north,4,0,0
2.5,5.0,4.0,1,2.25,3.2,10.240000000000002,kathmandu,13.0,east,6,0,0
2.5,3.0,3.0,1,6.0,11.0,121.0,kathmandu,17.0,north,16,0,0
3.5,5.0,4.0,1,4.99,4.0,16.0,kathmandu,14.0,south-east,11,0,0
2.5,4.0,5.0,1,5.0,6.0,36.0,lalitpur,13.0,south,8,0,0
2.5,6.0,4.0,1,6.0,5.2,27.040000000000003,kathmandu,15.0,west,10,0,0
2.5,4.0,6.0,1,6.2,9.2,84.63999999999999,kathmandu,20.0,west,16,0,0
2.5,6.0,3.0,1,2.6,4.0,16.0,kathmandu,11.0,south,12,0,0
3.0,6.0,3.0,1,2.75,3.1,9.610000000000001,kathmandu,16.0,west,18,0,0
2.5,4.0,5.0,1,4.25,4.0,16.0,kathmandu,20.0,south,14,0,0
3.0,5.0,4.0,1,3.25,5.0,25.0,kathmandu,18.0,south-east,8,0,0
2.5,5.0,4.0,1,1.85,2.3,5.289999999999999,kathmandu,13.0,unknown,20,0,0
2.5,5.0,4.0,1,2.75,3.1,9.610000000000001,kathmandu,16.0,west,16,0,0
1.0,2.0,1.0,1,1.2,3.1,9.610000000000001,kathmandu,20.0,north-east,4,0,0
2.5,5.0,3.0,1,4.55,6.0,36.0,kathmandu,15.0,north,6,0,0
2.5,6.0,2.0,1,4.7,9.0,81.0,kathmandu,12.0,east,7,0,0
2.5,5.0,5.0,1,9.0,6.0,36.0,lalitpur,15.0,south-east,11,0,0
2.5,5.0,4.0,1,4.5,4.2,17.64,lalitpur,13.0,south-east,4,0,0
2.5,6.0,4.0,1,2.65,3.1,9.610000000000001,kathmandu,13.0,west,8,0,0
2.5,6.0,4.0,1,3.85,5.0,25.0,kathmandu,13.0,east,4,0,0
2.5,5.0,4.0,1,2.45,3.1,9.610000000000001,lalitpur,13.0,north,14,0,0
2.5,4.0,5.0,1,3.35,4.0,16.0,kathmandu,13.0,north-east,4,0,0
2.5,5.0,4.0,1,6.75,7.0,49.0,kathmandu,20.0,south,8,0,0
2.5,6.0,4.0,1,4.0,4.2,17.64,lalitpur,20.0,south-east,2,0,0
2.5,4.0,4.0,1,3.9,4.2,17.64,lalitpur,14.0,south,20,0,0
3.5,6.0,5.0,1,3.1,4.2,17.64,kathmandu,14.0,south-west,16,0,0
2.5,4.0,4.0,1,4.0,4.2,17.64,lalitpur,11.0,west,24,0,0
2.5,6.0,4.0,1,12.5,9.0,81.0,kathmandu,12.0,south,4,0,0
2.5,7.0,4.0,1,3.6,3.3,10.889999999999999,kathmandu,13.0,north-west,12,0,0
2.5,6.0,5.0,1,3.15,5.0,25.0,kathmandu,12.0,south-west,10,0,0
3.0,7.0,5.0,1,4.0,4.1,16.81,lalitpur,13.0,north-east,20,0,0
2.5,5.0,4.0,1,3.2,4.1,16.81,kathmandu,13.0,north-east,12,0,0
1.0,3.0,1.0,1,1.0,2.2,4.840000000000001,kathmandu,13.0,north-west,4,0,0
2.5,8.0,4.0,1,2.65,5.0,25.0,kathmandu,36.0,north-east,18,0,0
2.5,4.0,4.0,1,4.5,3.5,12.25,lalitpur,15.0,south,14,0,0
2.5,4.0,2.0,1,3.25,4.0,16.0,kathmandu,13.0,east,8,0,0
1.0,2.0,1.0,1,1.4,3.0,9.0,kathmandu,13.0,west,2,0,0
5.0,17.0,10.0,1,6.2,7.2,51.84,lalitpur,13.0,west,20,0,0
1.0,2.0,1.0,1,1.35,3.0,9.0,kathmandu,13.0,south,16,0,0
2.5,4.0,5.0,1,3.35,4.0,16.0,kathmandu,13.0,north-east,4,0,0
2.5,6.0,5.0,1,3.6,5.0,25.0,kathmandu,14.0,south-west,26,0,0
5.0,16.0,7.0,1,3.35,3.0,9.0,kathmandu,20.0,west,14,0,0
4.0,8.0,4.0,1,3.2,2.3,5.289999999999999,kathmandu,16.0,south,11,0,0
2.5,5.0,7.0,1,6.5,5.0,25.0,kathmandu,13.0,east,4,0,0
2.5,4.0,3.0,1,4.5,4.4,19.360000000000003,kathmandu,15.0,north-east,8,0,0
3.5,5.0,5.0,1,5.8,9.1,82.80999999999999,kathmandu,17.5,south,5,0,0
2.5,5.0,3.0,1,2.4,3.3,10.889999999999999,kathmandu,28.0,north-west,4,0,0
3.0,5.0,5.0,1,5.0,6.0,36.0,kathmandu,10.5,north,18,0,0
3.0,6.0,6.0,1,6.5,15.2,231.04,kathmandu,24.0,west,14,0,0
2.5,7.0,5.0,1,3.6,4.0,16.0,lalitpur,12.0,south-east,27,0,0
3.0,5.0,4.0,1,2.25,3.0,9.0,kathmandu,14.0,unknown,4,0,0
3.5,5.0,2.0,1,1.1,1.0,1.0,kathmandu,12.0,east,18,0,0
2.5,3.0,3.0,1,2.1,3.0,9.0,lalitpur,13.0,south,14,0,0
2.5,4.0,4.0,1,10.5,13.0,169.0,kathmandu,13.0,east,8,0,0
2.5,4.0,4.0,1,4.6,6.0,36.0,kathmandu,13.0,west,2,0,0
2.5,4.0,4.0,1,3.6,4.1,16.81,kathmandu,16.0,west,20,0,0
2.5,5.0,5.0,1,3.45,4.3,18.49,kathmandu,13.0,east,16,0,0
2.5,5.0,4.0,1,4.4,7.0,49.0,kathmandu,13.0,north-east,4,0,0
1.0,2.0,1.0,1,1.38,3.0,9.0,kathmandu,13.0,east,5,0,0
2.5,5.0,3.0,1,1.85,3.0,9.0,kathmandu,13.0,south,4,0,0
